1928-05-01,18.316,0.276,Bragança Paulista,Brazil,23.31S,46.31W
1928-06-01,17.169999999999998,0.496,Bragança Paulista,Brazil,23.31S,46.31W
1928-07-01,16.488,0.335,Bragança Paulista,Brazil,23.31S,46.31W
1928-08-01,16.688000000000002,0.511,Bragança Paulista,Brazil,23.31S,46.31W
1928-09-01,18.838,0.629,Bragança Paulista,Brazil,23.31S,46.31W
1928-10-01,19.432000000000002,0.34299999999999997,Bragança Paulista,Brazil,23.31S,46.31W
1928-11-01,21.116999999999997,0.266,Bragança Paulista,Brazil,23.31S,46.31W
1928-12-01,22.089000000000002,0.526,Bragança Paulista,Brazil,23.31S,46.31W
1929-01-01,22.930999999999997,0.652,Bragança Paulista,Brazil,23.31S,46.31W
1929-02-01,22.931,0.516,Bragança Paulista,Brazil,23.31S,46.31W
1929-03-01,21.948,0.39399999999999996,Bragança Paulista,Brazil,23.31S,46.31W
1929-04-01,18.704,0.271,Bragança Paulista,Brazil,23.31S,46.31W
1929-05-01,16.749000000000002,0.307,Bragança Paulista,Brazil,23.31S,46.31W
1929-06-01,16.569000000000003,0.511,Bragança Paulista,Brazil,23.31S,46.31W
1929-07-01,16.095,0.256,Bragança Paulista,Brazil,23.31S,46.31W
1929-08-01,17.680999999999997,0.501,Bragança Paulista,Brazil,23.31S,46.31W
1929-09-01,19.132,0.628,Bragança Paulista,Brazil,23.31S,46.31W
1929-10-01,20.761,0.268,Bragança Paulista,Brazil,23.31S,46.31W
1929-11-01,20.031,0.564,Bragança Paulista,Brazil,23.31S,46.31W
1929-12-01,22.825,0.634,Bragança Paulista,Brazil,23.31S,46.31W
1930-01-01,23.453000000000003,0.9490000000000001,Bragança Paulista,Brazil,23.31S,46.31W
1930-02-01,22.981,0.35700000000000004,Bragança Paulista,Brazil,23.31S,46.31W
1930-03-01,22.857,0.40399999999999997,Bragança Paulista,Brazil,23.31S,46.31W
1930-04-01,19.962,0.342,Bragança Paulista,Brazil,23.31S,46.31W
1930-05-01,18.513,0.237,Bragança Paulista,Brazil,23.31S,46.31W
1930-06-01,18.634,0.364,Bragança Paulista,Brazil,23.31S,46.31W
1930-07-01,16.773,0.36,Bragança Paulista,Brazil,23.31S,46.31W
1930-08-01,17.987000000000005,0.226,Bragança Paulista,Brazil,23.31S,46.31W
1930-09-01,17.968,0.33799999999999997,Bragança Paulista,Brazil,23.31S,46.31W
1930-10-01,19.737000000000002,0.287,Bragança Paulista,Brazil,23.31S,46.31W
1930-11-01,20.482,0.28,Bragança Paulista,Brazil,23.31S,46.31W
1930-12-01,21.704,0.39299999999999996,Bragança Paulista,Brazil,23.31S,46.31W
1931-01-01,23.276999999999997,0.531,Bragança Paulista,Brazil,23.31S,46.31W
1931-02-01,21.592,0.758,Bragança Paulista,Brazil,23.31S,46.31W
1931-03-01,22.038,0.6609999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1931-04-01,20.481,0.26,Bragança Paulista,Brazil,23.31S,46.31W
1931-05-01,17.517,0.285,Bragança Paulista,Brazil,23.31S,46.31W
1931-06-01,15.858999999999998,0.276,Bragança Paulista,Brazil,23.31S,46.31W
1931-07-01,16.348,0.35600000000000004,Bragança Paulista,Brazil,23.31S,46.31W
1931-08-01,16.374000000000002,0.23800000000000002,Bragança Paulista,Brazil,23.31S,46.31W
1931-09-01,17.313,0.38299999999999995,Bragança Paulista,Brazil,23.31S,46.31W
1931-10-01,19.055999999999997,0.823,Bragança Paulista,Brazil,23.31S,46.31W
1931-11-01,20.208,0.47100000000000003,Bragança Paulista,Brazil,23.31S,46.31W
1931-12-01,22.147,1.031,Bragança Paulista,Brazil,23.31S,46.31W
1932-01-01,21.686,0.43700000000000006,Bragança Paulista,Brazil,23.31S,46.31W
1932-02-01,23.626,0.396,Bragança Paulista,Brazil,23.31S,46.31W
1932-03-01,23.039,0.485,Bragança Paulista,Brazil,23.31S,46.31W
1932-04-01,21.430999999999997,0.36,Bragança Paulista,Brazil,23.31S,46.31W
1932-05-01,17.991999999999994,0.258,Bragança Paulista,Brazil,23.31S,46.31W
1932-06-01,16.276999999999994,0.24,Bragança Paulista,Brazil,23.31S,46.31W
1932-07-01,17.715999999999998,0.39399999999999996,Bragança Paulista,Brazil,23.31S,46.31W
1932-08-01,16.735000000000007,0.222,Bragança Paulista,Brazil,23.31S,46.31W
1932-09-01,19.378,0.7559999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1932-10-01,20.622,0.428,Bragança Paulista,Brazil,23.31S,46.31W
1932-11-01,21.508000000000003,0.473,Bragança Paulista,Brazil,23.31S,46.31W
1932-12-01,22.194000000000003,0.8029999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1933-01-01,22.031999999999996,0.895,Bragança Paulista,Brazil,23.31S,46.31W
1933-02-01,22.966,0.662,Bragança Paulista,Brazil,23.31S,46.31W
1933-03-01,21.622,0.58,Bragança Paulista,Brazil,23.31S,46.31W
1933-04-01,18.977,0.6729999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1933-05-01,17.531,0.20199999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1933-06-01,15.306,0.672,Bragança Paulista,Brazil,23.31S,46.31W
1933-07-01,15.036,0.251,Bragança Paulista,Brazil,23.31S,46.31W
1933-08-01,17.055999999999997,0.20800000000000002,Bragança Paulista,Brazil,23.31S,46.31W
1933-09-01,18.3,0.272,Bragança Paulista,Brazil,23.31S,46.31W
1933-10-01,19.208,0.679,Bragança Paulista,Brazil,23.31S,46.31W
1933-11-01,19.284000000000002,1.252,Bragança Paulista,Brazil,23.31S,46.31W
1933-12-01,20.311,0.995,Bragança Paulista,Brazil,23.31S,46.31W
1934-01-01,22.456999999999997,0.672,Bragança Paulista,Brazil,23.31S,46.31W
1934-02-01,23.132,0.523,Bragança Paulista,Brazil,23.31S,46.31W
1934-03-01,22.636999999999997,0.547,Bragança Paulista,Brazil,23.31S,46.31W
1934-04-01,20.614,0.313,Bragança Paulista,Brazil,23.31S,46.31W
1934-05-01,18.436,0.945,Bragança Paulista,Brazil,23.31S,46.31W
1934-06-01,17.581,0.5379999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1934-07-01,15.989,0.384,Bragança Paulista,Brazil,23.31S,46.31W
1934-08-01,17.607000000000006,0.551,Bragança Paulista,Brazil,23.31S,46.31W
1934-09-01,18.548,0.292,Bragança Paulista,Brazil,23.31S,46.31W
1934-10-01,18.861,0.838,Bragança Paulista,Brazil,23.31S,46.31W
1934-11-01,21.153000000000002,0.537,Bragança Paulista,Brazil,23.31S,46.31W
1934-12-01,21.39,0.474,Bragança Paulista,Brazil,23.31S,46.31W
1935-01-01,21.954,1.4269999999999998,Bragança Paulista,Brazil,23.31S,46.31W
1935-02-01,22.98,0.6459999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1935-03-01,23.026999999999997,0.8959999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1935-04-01,19.02,0.534,Bragança Paulista,Brazil,23.31S,46.31W
1935-05-01,16.52,0.726,Bragança Paulista,Brazil,23.31S,46.31W
1935-06-01,17.525,0.39,Bragança Paulista,Brazil,23.31S,46.31W
1935-07-01,17.337,0.545,Bragança Paulista,Brazil,23.31S,46.31W
1935-08-01,16.873,0.474,Bragança Paulista,Brazil,23.31S,46.31W
1935-09-01,18.362,0.264,Bragança Paulista,Brazil,23.31S,46.31W
1935-10-01,19.852,0.363,Bragança Paulista,Brazil,23.31S,46.31W
1935-11-01,20.879,0.695,Bragança Paulista,Brazil,23.31S,46.31W
1935-12-01,22.376,1.3359999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1936-01-01,23.165,0.527,Bragança Paulista,Brazil,23.31S,46.31W
1936-02-01,22.03,0.473,Bragança Paulista,Brazil,23.31S,46.31W
1936-03-01,21.973000000000006,0.449,Bragança Paulista,Brazil,23.31S,46.31W
1936-04-01,20.337,0.551,Bragança Paulista,Brazil,23.31S,46.31W
1936-05-01,20.324,0.5579999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1936-06-01,18.498,0.349,Bragança Paulista,Brazil,23.31S,46.31W
1936-07-01,16.929000000000002,0.465,Bragança Paulista,Brazil,23.31S,46.31W
1936-08-01,16.323,0.8809999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1936-09-01,17.942,0.382,Bragança Paulista,Brazil,23.31S,46.31W
1936-10-01,19.949,0.763,Bragança Paulista,Brazil,23.31S,46.31W
1936-11-01,20.714000000000002,0.7140000000000001,Bragança Paulista,Brazil,23.31S,46.31W
1936-12-01,21.888,0.688,Bragança Paulista,Brazil,23.31S,46.31W
1937-01-01,21.329,1.203,Bragança Paulista,Brazil,23.31S,46.31W
1937-02-01,23.178,0.402,Bragança Paulista,Brazil,23.31S,46.31W
1937-03-01,22.549,0.662,Bragança Paulista,Brazil,23.31S,46.31W
1937-04-01,19.664,0.56,Bragança Paulista,Brazil,23.31S,46.31W
1937-05-01,16.785,0.589,Bragança Paulista,Brazil,23.31S,46.31W
1937-06-01,16.923,0.39,Bragança Paulista,Brazil,23.31S,46.31W
1937-07-01,17.142,0.634,Bragança Paulista,Brazil,23.31S,46.31W
1937-08-01,18.583,1.055,Bragança Paulista,Brazil,23.31S,46.31W
1937-09-01,18.211,0.621,Bragança Paulista,Brazil,23.31S,46.31W
1937-10-01,19.125,0.40399999999999997,Bragança Paulista,Brazil,23.31S,46.31W
1937-11-01,20.098,0.5479999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1937-12-01,20.404,0.727,Bragança Paulista,Brazil,23.31S,46.31W
1938-01-01,23.826,0.79,Bragança Paulista,Brazil,23.31S,46.31W
1938-02-01,22.829,0.5820000000000001,Bragança Paulista,Brazil,23.31S,46.31W
1938-03-01,23.287,0.585,Bragança Paulista,Brazil,23.31S,46.31W
1938-04-01,20.02,0.574,Bragança Paulista,Brazil,23.31S,46.31W
1938-05-01,17.730999999999995,0.452,Bragança Paulista,Brazil,23.31S,46.31W
1938-06-01,16.579,0.511,Bragança Paulista,Brazil,23.31S,46.31W
1938-07-01,16.142,0.313,Bragança Paulista,Brazil,23.31S,46.31W
1938-08-01,16.852,0.281,Bragança Paulista,Brazil,23.31S,46.31W
1938-09-01,18.675,0.27899999999999997,Bragança Paulista,Brazil,23.31S,46.31W
1938-10-01,19.553,0.34700000000000003,Bragança Paulista,Brazil,23.31S,46.31W
1938-11-01,20.962,0.627,Bragança Paulista,Brazil,23.31S,46.31W
1938-12-01,21.477,0.58,Bragança Paulista,Brazil,23.31S,46.31W
1939-01-01,22.889,0.777,Bragança Paulista,Brazil,23.31S,46.31W
1939-02-01,23.394000000000002,0.591,Bragança Paulista,Brazil,23.31S,46.31W
1939-03-01,23.189,0.563,Bragança Paulista,Brazil,23.31S,46.31W
1939-04-01,20.127,0.36,Bragança Paulista,Brazil,23.31S,46.31W
1939-05-01,18.983,0.514,Bragança Paulista,Brazil,23.31S,46.31W
1939-06-01,16.913999999999998,0.912,Bragança Paulista,Brazil,23.31S,46.31W
1939-07-01,15.16,0.386,Bragança Paulista,Brazil,23.31S,46.31W
1939-08-01,18.047,0.456,Bragança Paulista,Brazil,23.31S,46.31W
1939-09-01,17.878,0.872,Bragança Paulista,Brazil,23.31S,46.31W
1939-10-01,19.803,0.6759999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1939-11-01,21.149,0.633,Bragança Paulista,Brazil,23.31S,46.31W
1939-12-01,21.589000000000002,0.59,Bragança Paulista,Brazil,23.31S,46.31W
1940-01-01,23.038,0.7490000000000001,Bragança Paulista,Brazil,23.31S,46.31W
1940-02-01,22.162,0.662,Bragança Paulista,Brazil,23.31S,46.31W
1940-03-01,22.81,0.867,Bragança Paulista,Brazil,23.31S,46.31W
1940-04-01,21.433000000000003,0.634,Bragança Paulista,Brazil,23.31S,46.31W
1940-05-01,19.351,0.25,Bragança Paulista,Brazil,23.31S,46.31W
1940-06-01,17.522000000000002,0.58,Bragança Paulista,Brazil,23.31S,46.31W
1940-07-01,17.819000000000003,0.6859999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1940-08-01,17.724,0.792,Bragança Paulista,Brazil,23.31S,46.31W
1940-09-01,18.235,0.705,Bragança Paulista,Brazil,23.31S,46.31W
1940-10-01,19.501,0.568,Bragança Paulista,Brazil,23.31S,46.31W
1940-11-01,20.58,0.7240000000000001,Bragança Paulista,Brazil,23.31S,46.31W
1940-12-01,24.011,0.79,Bragança Paulista,Brazil,23.31S,46.31W
1941-01-01,24.118000000000002,1.776,Bragança Paulista,Brazil,23.31S,46.31W
1941-02-01,24.143,1.5919999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1941-03-01,22.241999999999997,0.789,Bragança Paulista,Brazil,23.31S,46.31W
1941-04-01,22.606,0.389,Bragança Paulista,Brazil,23.31S,46.31W
1941-05-01,19.09,0.27399999999999997,Bragança Paulista,Brazil,23.31S,46.31W
1941-06-01,16.052,0.46799999999999997,Bragança Paulista,Brazil,23.31S,46.31W
1941-07-01,15.865,0.562,Bragança Paulista,Brazil,23.31S,46.31W
1941-08-01,18.852,0.276,Bragança Paulista,Brazil,23.31S,46.31W
1941-09-01,16.217,0.87,Bragança Paulista,Brazil,23.31S,46.31W
1941-10-01,19.508,0.264,Bragança Paulista,Brazil,23.31S,46.31W
1941-11-01,21.247,0.564,Bragança Paulista,Brazil,23.31S,46.31W
1941-12-01,22.189,0.42200000000000004,Bragança Paulista,Brazil,23.31S,46.31W
1942-01-01,23.299,0.26899999999999996,Bragança Paulista,Brazil,23.31S,46.31W
1942-02-01,23.618000000000002,0.425,Bragança Paulista,Brazil,23.31S,46.31W
1942-03-01,23.000999999999998,0.218,Bragança Paulista,Brazil,23.31S,46.31W
1942-04-01,20.421,0.517,Bragança Paulista,Brazil,23.31S,46.31W
1942-05-01,18.005,0.7859999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1942-06-01,16.208,1.133,Bragança Paulista,Brazil,23.31S,46.31W
1942-07-01,13.787,0.452,Bragança Paulista,Brazil,23.31S,46.31W
1942-08-01,17.237000000000002,0.485,Bragança Paulista,Brazil,23.31S,46.31W
1942-09-01,18.18,0.49200000000000005,Bragança Paulista,Brazil,23.31S,46.31W
1942-10-01,19.903,1.0979999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1942-11-01,21.421999999999997,1.183,Bragança Paulista,Brazil,23.31S,46.31W
1942-12-01,21.089000000000002,0.42,Bragança Paulista,Brazil,23.31S,46.31W
1943-01-01,22.008000000000003,0.44799999999999995,Bragança Paulista,Brazil,23.31S,46.31W
1943-02-01,22.88,0.446,Bragança Paulista,Brazil,23.31S,46.31W
1943-03-01,22.932,0.38799999999999996,Bragança Paulista,Brazil,23.31S,46.31W
1943-04-01,18.93,0.168,Bragança Paulista,Brazil,23.31S,46.31W
1943-05-01,18.692,0.669,Bragança Paulista,Brazil,23.31S,46.31W
1943-06-01,17.732,0.813,Bragança Paulista,Brazil,23.31S,46.31W
1943-07-01,16.611,0.418,Bragança Paulista,Brazil,23.31S,46.31W
1943-08-01,15.830000000000002,0.596,Bragança Paulista,Brazil,23.31S,46.31W
1943-09-01,17.816,0.46399999999999997,Bragança Paulista,Brazil,23.31S,46.31W
1943-10-01,19.588,0.27899999999999997,Bragança Paulista,Brazil,23.31S,46.31W
1943-11-01,21.224,0.634,Bragança Paulista,Brazil,23.31S,46.31W
1943-12-01,21.267,0.703,Bragança Paulista,Brazil,23.31S,46.31W
1944-01-01,23.319000000000003,0.898,Bragança Paulista,Brazil,23.31S,46.31W
1944-02-01,22.915,0.5920000000000001,Bragança Paulista,Brazil,23.31S,46.31W
1944-03-01,23.353,1.222,Bragança Paulista,Brazil,23.31S,46.31W
1944-04-01,19.592,0.956,Bragança Paulista,Brazil,23.31S,46.31W
1944-05-01,17.549,0.22699999999999998,Bragança Paulista,Brazil,23.31S,46.31W
1944-06-01,16.932000000000002,0.301,Bragança Paulista,Brazil,23.31S,46.31W
1944-07-01,15.239,0.516,Bragança Paulista,Brazil,23.31S,46.31W
1944-08-01,17.884,0.573,Bragança Paulista,Brazil,23.31S,46.31W
1944-09-01,19.319000000000003,0.42,Bragança Paulista,Brazil,23.31S,46.31W
1944-10-01,21.69,1.131,Bragança Paulista,Brazil,23.31S,46.31W
1944-11-01,20.426,0.335,Bragança Paulista,Brazil,23.31S,46.31W
1944-12-01,21.606,0.35600000000000004,Bragança Paulista,Brazil,23.31S,46.31W
1945-01-01,22.463,0.34700000000000003,Bragança Paulista,Brazil,23.31S,46.31W
1945-02-01,23.298000000000002,0.767,Bragança Paulista,Brazil,23.31S,46.31W
1945-03-01,22.165,0.331,Bragança Paulista,Brazil,23.31S,46.31W
1945-04-01,20.222,0.33,Bragança Paulista,Brazil,23.31S,46.31W
1945-05-01,16.381,0.485,Bragança Paulista,Brazil,23.31S,46.31W
1945-06-01,15.091,0.385,Bragança Paulista,Brazil,23.31S,46.31W
1945-07-01,16.165,0.45299999999999996,Bragança Paulista,Brazil,23.31S,46.31W
1945-08-01,19.015,0.33899999999999997,Bragança Paulista,Brazil,23.31S,46.31W
1945-09-01,18.098,0.768,Bragança Paulista,Brazil,23.31S,46.31W
1945-10-01,19.859,0.52,Bragança Paulista,Brazil,23.31S,46.31W
1945-11-01,21.065,0.508,Bragança Paulista,Brazil,23.31S,46.31W
1945-12-01,21.016,0.47600000000000003,Bragança Paulista,Brazil,23.31S,46.31W
1946-01-01,22.304000000000002,0.529,Bragança Paulista,Brazil,23.31S,46.31W
1946-02-01,24.023000000000003,0.34700000000000003,Bragança Paulista,Brazil,23.31S,46.31W
1946-03-01,21.789,0.721,Bragança Paulista,Brazil,23.31S,46.31W
1946-04-01,19.049,0.838,Bragança Paulista,Brazil,23.31S,46.31W
1946-05-01,18.849,0.27,Bragança Paulista,Brazil,23.31S,46.31W
1946-06-01,16.197,0.644,Bragança Paulista,Brazil,23.31S,46.31W
1946-07-01,15.459000000000001,0.607,Bragança Paulista,Brazil,23.31S,46.31W
1946-08-01,18.065,0.392,Bragança Paulista,Brazil,23.31S,46.31W
1946-09-01,19.785,0.36700000000000005,Bragança Paulista,Brazil,23.31S,46.31W
1946-10-01,20.247,0.212,Bragança Paulista,Brazil,23.31S,46.31W
1946-11-01,21.441,0.992,Bragança Paulista,Brazil,23.31S,46.31W
1946-12-01,21.739,0.271,Bragança Paulista,Brazil,23.31S,46.31W
1947-01-01,23.347,0.595,Bragança Paulista,Brazil,23.31S,46.31W
1947-02-01,23.512,0.302,Bragança Paulista,Brazil,23.31S,46.31W
1947-03-01,21.296999999999997,0.715,Bragança Paulista,Brazil,23.31S,46.31W
1947-04-01,19.73,0.691,Bragança Paulista,Brazil,23.31S,46.31W
1947-05-01,18.773,0.223,Bragança Paulista,Brazil,23.31S,46.31W
1947-06-01,17.54,0.39299999999999996,Bragança Paulista,Brazil,23.31S,46.31W
1947-07-01,15.099,0.7390000000000001,Bragança Paulista,Brazil,23.31S,46.31W
1947-08-01,16.26,0.639,Bragança Paulista,Brazil,23.31S,46.31W
1947-09-01,17.886,0.5720000000000001,Bragança Paulista,Brazil,23.31S,46.31W
1947-10-01,17.461,1.3359999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1947-11-01,19.43,0.9059999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1947-12-01,20.656,0.638,Bragança Paulista,Brazil,23.31S,46.31W
1948-01-01,23.571,0.5670000000000001,Bragança Paulista,Brazil,23.31S,46.31W
1948-02-01,22.995,0.624,Bragança Paulista,Brazil,23.31S,46.31W
1948-03-01,21.128,0.773,Bragança Paulista,Brazil,23.31S,46.31W
1948-04-01,19.869,0.43,Bragança Paulista,Brazil,23.31S,46.31W
1948-05-01,17.77,0.40700000000000003,Bragança Paulista,Brazil,23.31S,46.31W
1948-06-01,16.63,1.232,Bragança Paulista,Brazil,23.31S,46.31W
1948-07-01,17.442999999999998,0.502,Bragança Paulista,Brazil,23.31S,46.31W
1948-08-01,15.946000000000002,1.102,Bragança Paulista,Brazil,23.31S,46.31W
1948-09-01,18.628,1.274,Bragança Paulista,Brazil,23.31S,46.31W
1948-10-01,19.085,1.217,Bragança Paulista,Brazil,23.31S,46.31W
1948-11-01,20.88,0.47,Bragança Paulista,Brazil,23.31S,46.31W
1948-12-01,21.716,1.347,Bragança Paulista,Brazil,23.31S,46.31W
1949-01-01,22.307,0.585,Bragança Paulista,Brazil,23.31S,46.31W
1949-02-01,21.859,0.96,Bragança Paulista,Brazil,23.31S,46.31W
1949-03-01,23.522,0.526,Bragança Paulista,Brazil,23.31S,46.31W
1949-04-01,19.33,0.488,Bragança Paulista,Brazil,23.31S,46.31W
1949-05-01,17.137,0.767,Bragança Paulista,Brazil,23.31S,46.31W
1949-06-01,17.317999999999998,0.884,Bragança Paulista,Brazil,23.31S,46.31W
1949-07-01,16.12,0.7759999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1949-08-01,17.046000000000006,0.5479999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1949-09-01,17.913,0.45299999999999996,Bragança Paulista,Brazil,23.31S,46.31W
1949-10-01,18.567,0.436,Bragança Paulista,Brazil,23.31S,46.31W
1949-11-01,20.137,0.551,Bragança Paulista,Brazil,23.31S,46.31W
1949-12-01,21.586,0.564,Bragança Paulista,Brazil,23.31S,46.31W
1950-01-01,22.096,0.175,Bragança Paulista,Brazil,23.31S,46.31W
1950-02-01,22.616,0.677,Bragança Paulista,Brazil,23.31S,46.31W
1950-03-01,22.217,0.45899999999999996,Bragança Paulista,Brazil,23.31S,46.31W
1950-04-01,20.387,0.536,Bragança Paulista,Brazil,23.31S,46.31W
1950-05-01,18.985,0.40700000000000003,Bragança Paulista,Brazil,23.31S,46.31W
1950-06-01,17.188,0.345,Bragança Paulista,Brazil,23.31S,46.31W
1950-07-01,16.247,0.74,Bragança Paulista,Brazil,23.31S,46.31W
1950-08-01,18.496,0.41200000000000003,Bragança Paulista,Brazil,23.31S,46.31W
1950-09-01,18.951,0.36700000000000005,Bragança Paulista,Brazil,23.31S,46.31W
1950-10-01,19.048,0.562,Bragança Paulista,Brazil,23.31S,46.31W
1950-11-01,20.15,0.562,Bragança Paulista,Brazil,23.31S,46.31W
1950-12-01,21.854,0.272,Bragança Paulista,Brazil,23.31S,46.31W
1951-01-01,22.304000000000002,1.016,Bragança Paulista,Brazil,23.31S,46.31W
1951-02-01,22.855,0.8,Bragança Paulista,Brazil,23.31S,46.31W
1951-03-01,22.070999999999998,0.67,Bragança Paulista,Brazil,23.31S,46.31W
1951-04-01,18.089000000000002,0.44799999999999995,Bragança Paulista,Brazil,23.31S,46.31W
1951-05-01,17.804000000000002,0.552,Bragança Paulista,Brazil,23.31S,46.31W
1951-06-01,16.034000000000002,0.528,Bragança Paulista,Brazil,23.31S,46.31W
1951-07-01,15.215,0.507,Bragança Paulista,Brazil,23.31S,46.31W
1951-08-01,16.374000000000002,1.2229999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1951-09-01,18.874000000000002,1.11,Bragança Paulista,Brazil,23.31S,46.31W
1951-10-01,19.968,0.593,Bragança Paulista,Brazil,23.31S,46.31W
1951-11-01,21.291,0.6920000000000001,Bragança Paulista,Brazil,23.31S,46.31W
1951-12-01,20.92,0.757,Bragança Paulista,Brazil,23.31S,46.31W
1952-01-01,22.909000000000002,1.015,Bragança Paulista,Brazil,23.31S,46.31W
1952-02-01,22.566,0.9009999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1952-03-01,22.909,0.855,Bragança Paulista,Brazil,23.31S,46.31W
1952-04-01,19.465,0.596,Bragança Paulista,Brazil,23.31S,46.31W
1952-05-01,17.756,1.4369999999999998,Bragança Paulista,Brazil,23.31S,46.31W
1952-06-01,16.525,0.292,Bragança Paulista,Brazil,23.31S,46.31W
1952-07-01,16.429000000000002,0.198,Bragança Paulista,Brazil,23.31S,46.31W
1952-08-01,18.588,0.38,Bragança Paulista,Brazil,23.31S,46.31W
1952-09-01,18.19,0.5870000000000001,Bragança Paulista,Brazil,23.31S,46.31W
1952-10-01,20.185,0.444,Bragança Paulista,Brazil,23.31S,46.31W
1952-11-01,21.281,0.18100000000000002,Bragança Paulista,Brazil,23.31S,46.31W
1952-12-01,22.123,0.273,Bragança Paulista,Brazil,23.31S,46.31W
1953-01-01,23.515,0.254,Bragança Paulista,Brazil,23.31S,46.31W
1953-02-01,22.891,1.133,Bragança Paulista,Brazil,23.31S,46.31W
1953-03-01,23.178,1.087,Bragança Paulista,Brazil,23.31S,46.31W
1953-04-01,20.197,0.981,Bragança Paulista,Brazil,23.31S,46.31W
1953-05-01,18.459,0.19,Bragança Paulista,Brazil,23.31S,46.31W
1953-06-01,16.776,0.23399999999999999,Bragança Paulista,Brazil,23.31S,46.31W
1953-07-01,14.822,0.24,Bragança Paulista,Brazil,23.31S,46.31W
1953-08-01,17.441000000000006,0.382,Bragança Paulista,Brazil,23.31S,46.31W
1953-09-01,19.479,0.32799999999999996,Bragança Paulista,Brazil,23.31S,46.31W
1953-10-01,20.269000000000002,0.253,Bragança Paulista,Brazil,23.31S,46.31W
1953-11-01,20.804000000000002,0.24,Bragança Paulista,Brazil,23.31S,46.31W
1953-12-01,21.744,0.332,Bragança Paulista,Brazil,23.31S,46.31W
1954-01-01,23.882,0.39,Bragança Paulista,Brazil,23.31S,46.31W
1954-02-01,23.858,0.883,Bragança Paulista,Brazil,23.31S,46.31W
1954-03-01,22.651999999999997,0.256,Bragança Paulista,Brazil,23.31S,46.31W
1954-04-01,19.78,0.409,Bragança Paulista,Brazil,23.31S,46.31W
1954-05-01,17.886,0.451,Bragança Paulista,Brazil,23.31S,46.31W
1954-06-01,17.439,0.47,Bragança Paulista,Brazil,23.31S,46.31W
1954-07-01,16.879,0.278,Bragança Paulista,Brazil,23.31S,46.31W
1954-08-01,17.898,0.309,Bragança Paulista,Brazil,23.31S,46.31W
1954-09-01,19.535999999999998,0.315,Bragança Paulista,Brazil,23.31S,46.31W
1954-10-01,19.662,0.298,Bragança Paulista,Brazil,23.31S,46.31W
1954-11-01,21.291999999999998,0.284,Bragança Paulista,Brazil,23.31S,46.31W
1954-12-01,21.677,0.381,Bragança Paulista,Brazil,23.31S,46.31W
1955-01-01,22.49,0.138,Bragança Paulista,Brazil,23.31S,46.31W
1955-02-01,23.618000000000002,0.311,Bragança Paulista,Brazil,23.31S,46.31W
1955-03-01,22.359,0.207,Bragança Paulista,Brazil,23.31S,46.31W
1955-04-01,19.993,0.289,Bragança Paulista,Brazil,23.31S,46.31W
1955-05-01,17.331,0.38799999999999996,Bragança Paulista,Brazil,23.31S,46.31W
1955-06-01,16.464000000000002,0.42,Bragança Paulista,Brazil,23.31S,46.31W
1955-07-01,16.269000000000002,0.507,Bragança Paulista,Brazil,23.31S,46.31W
1955-08-01,17.0,0.44,Bragança Paulista,Brazil,23.31S,46.31W
1955-09-01,18.861,0.35,Bragança Paulista,Brazil,23.31S,46.31W
1955-10-01,18.594,0.38,Bragança Paulista,Brazil,23.31S,46.31W
1955-11-01,19.553,0.42,Bragança Paulista,Brazil,23.31S,46.31W
1955-12-01,22.098000000000003,0.301,Bragança Paulista,Brazil,23.31S,46.31W
1956-01-01,24.930999999999997,0.568,Bragança Paulista,Brazil,23.31S,46.31W
1956-02-01,23.045,0.203,Bragança Paulista,Brazil,23.31S,46.31W
1956-03-01,21.995,0.204,Bragança Paulista,Brazil,23.31S,46.31W
1956-04-01,19.725,0.344,Bragança Paulista,Brazil,23.31S,46.31W
1956-05-01,16.377,0.46299999999999997,Bragança Paulista,Brazil,23.31S,46.31W
1956-06-01,14.797999999999998,0.52,Bragança Paulista,Brazil,23.31S,46.31W
1956-07-01,15.474,0.495,Bragança Paulista,Brazil,23.31S,46.31W
