1888-02-01,-1.003,1.2690000000000001,Haarlem,Netherlands,52.24N,5.26E
1888-03-01,2.031,0.895,Haarlem,Netherlands,52.24N,5.26E
1888-04-01,5.979,0.7979999999999999,Haarlem,Netherlands,52.24N,5.26E
1888-05-01,11.514,0.539,Haarlem,Netherlands,52.24N,5.26E
1888-06-01,15.344000000000001,0.419,Haarlem,Netherlands,52.24N,5.26E
1888-07-01,14.512,0.415,Haarlem,Netherlands,52.24N,5.26E
1888-08-01,15.185000000000002,0.304,Haarlem,Netherlands,52.24N,5.26E
1888-09-01,13.345999999999998,0.514,Haarlem,Netherlands,52.24N,5.26E
1888-10-01,7.917000000000001,0.78,Haarlem,Netherlands,52.24N,5.26E
1888-11-01,5.84,0.578,Haarlem,Netherlands,52.24N,5.26E
1888-12-01,3.051,1.038,Haarlem,Netherlands,52.24N,5.26E
1889-01-01,0.432,0.716,Haarlem,Netherlands,52.24N,5.26E
1889-02-01,0.44499999999999984,0.621,Haarlem,Netherlands,52.24N,5.26E
1889-03-01,2.966,0.57,Haarlem,Netherlands,52.24N,5.26E
1889-04-01,7.2810000000000015,0.353,Haarlem,Netherlands,52.24N,5.26E
1889-05-01,15.319,0.698,Haarlem,Netherlands,52.24N,5.26E
1889-06-01,18.146,0.628,Haarlem,Netherlands,52.24N,5.26E
1889-07-01,15.973,0.287,Haarlem,Netherlands,52.24N,5.26E
1889-08-01,15.53,0.365,Haarlem,Netherlands,52.24N,5.26E
1889-09-01,12.431,0.48,Haarlem,Netherlands,52.24N,5.26E
1889-10-01,8.847999999999997,0.392,Haarlem,Netherlands,52.24N,5.26E
1889-11-01,4.834,0.823,Haarlem,Netherlands,52.24N,5.26E
1889-12-01,0.2650000000000001,0.8909999999999999,Haarlem,Netherlands,52.24N,5.26E
1890-01-01,3.9560000000000004,0.5589999999999999,Haarlem,Netherlands,52.24N,5.26E
1890-02-01,0.5139999999999998,0.9229999999999999,Haarlem,Netherlands,52.24N,5.26E
1890-03-01,5.482,0.8640000000000001,Haarlem,Netherlands,52.24N,5.26E
1890-04-01,6.846,0.679,Haarlem,Netherlands,52.24N,5.26E
1890-05-01,13.245,0.988,Haarlem,Netherlands,52.24N,5.26E
1890-06-01,14.005999999999998,0.47200000000000003,Haarlem,Netherlands,52.24N,5.26E
1890-07-01,15.206,0.256,Haarlem,Netherlands,52.24N,5.26E
1890-08-01,15.888000000000002,0.391,Haarlem,Netherlands,52.24N,5.26E
1890-09-01,14.645,0.375,Haarlem,Netherlands,52.24N,5.26E
1890-10-01,8.960999999999997,0.389,Haarlem,Netherlands,52.24N,5.26E
1890-11-01,4.558,0.769,Haarlem,Netherlands,52.24N,5.26E
1890-12-01,-4.168,1.226,Haarlem,Netherlands,52.24N,5.26E
1891-01-01,-2.151,0.804,Haarlem,Netherlands,52.24N,5.26E
1891-02-01,2.1,0.46799999999999997,Haarlem,Netherlands,52.24N,5.26E
1891-03-01,3.701,0.311,Haarlem,Netherlands,52.24N,5.26E
1891-04-01,5.831,0.28600000000000003,Haarlem,Netherlands,52.24N,5.26E
1891-05-01,11.719,0.536,Haarlem,Netherlands,52.24N,5.26E
1891-06-01,15.06,0.43799999999999994,Haarlem,Netherlands,52.24N,5.26E
1891-07-01,16.003999999999998,0.461,Haarlem,Netherlands,52.24N,5.26E
1891-08-01,15.225999999999999,0.374,Haarlem,Netherlands,52.24N,5.26E
1891-09-01,15.033,0.259,Haarlem,Netherlands,52.24N,5.26E
1891-10-01,10.735,0.344,Haarlem,Netherlands,52.24N,5.26E
1891-11-01,4.368,0.606,Haarlem,Netherlands,52.24N,5.26E
1891-12-01,3.214,0.446,Haarlem,Netherlands,52.24N,5.26E
1892-01-01,0.15599999999999992,0.621,Haarlem,Netherlands,52.24N,5.26E
1892-02-01,2.161,0.349,Haarlem,Netherlands,52.24N,5.26E
1892-03-01,1.992,0.779,Haarlem,Netherlands,52.24N,5.26E
1892-04-01,7.386,0.39899999999999997,Haarlem,Netherlands,52.24N,5.26E
1892-05-01,12.713,0.522,Haarlem,Netherlands,52.24N,5.26E
1892-06-01,14.31,0.45399999999999996,Haarlem,Netherlands,52.24N,5.26E
1892-07-01,15.7,0.434,Haarlem,Netherlands,52.24N,5.26E
1892-08-01,17.396,0.377,Haarlem,Netherlands,52.24N,5.26E
1892-09-01,13.987,0.406,Haarlem,Netherlands,52.24N,5.26E
1892-10-01,8.209999999999999,0.32899999999999996,Haarlem,Netherlands,52.24N,5.26E
1892-11-01,5.722,0.608,Haarlem,Netherlands,52.24N,5.26E
1892-12-01,0.32399999999999984,0.611,Haarlem,Netherlands,52.24N,5.26E
1893-01-01,-2.7880000000000003,0.568,Haarlem,Netherlands,52.24N,5.26E
1893-02-01,3.5980000000000003,0.424,Haarlem,Netherlands,52.24N,5.26E
1893-03-01,6.382999999999999,0.43200000000000005,Haarlem,Netherlands,52.24N,5.26E
1893-04-01,9.872,0.439,Haarlem,Netherlands,52.24N,5.26E
1893-05-01,13.251,0.6629999999999999,Haarlem,Netherlands,52.24N,5.26E
1893-06-01,15.836,0.441,Haarlem,Netherlands,52.24N,5.26E
1893-07-01,17.362000000000002,0.441,Haarlem,Netherlands,52.24N,5.26E
1893-08-01,17.855,0.281,Haarlem,Netherlands,52.24N,5.26E
1893-09-01,13.253,0.374,Haarlem,Netherlands,52.24N,5.26E
1893-10-01,10.425,0.305,Haarlem,Netherlands,52.24N,5.26E
1893-11-01,3.957,0.525,Haarlem,Netherlands,52.24N,5.26E
1893-12-01,2.653,0.645,Haarlem,Netherlands,52.24N,5.26E
1894-01-01,0.9470000000000001,0.675,Haarlem,Netherlands,52.24N,5.26E
1894-02-01,3.337,0.504,Haarlem,Netherlands,52.24N,5.26E
1894-03-01,6.468999999999999,0.725,Haarlem,Netherlands,52.24N,5.26E
1894-04-01,10.745999999999999,0.376,Haarlem,Netherlands,52.24N,5.26E
1894-05-01,10.967,0.5329999999999999,Haarlem,Netherlands,52.24N,5.26E
1894-06-01,14.105,0.406,Haarlem,Netherlands,52.24N,5.26E
1894-07-01,17.413999999999998,0.375,Haarlem,Netherlands,52.24N,5.26E
1894-08-01,15.414,0.48700000000000004,Haarlem,Netherlands,52.24N,5.26E
1894-09-01,12.144,0.19899999999999998,Haarlem,Netherlands,52.24N,5.26E
1894-10-01,8.75,0.311,Haarlem,Netherlands,52.24N,5.26E
1894-11-01,6.542999999999999,0.49700000000000005,Haarlem,Netherlands,52.24N,5.26E
1894-12-01,3.177,0.578,Haarlem,Netherlands,52.24N,5.26E
1895-01-01,-1.626,0.691,Haarlem,Netherlands,52.24N,5.26E
1895-02-01,-4.234,0.589,Haarlem,Netherlands,52.24N,5.26E
1895-03-01,3.591,0.293,Haarlem,Netherlands,52.24N,5.26E
1895-04-01,8.943999999999999,0.361,Haarlem,Netherlands,52.24N,5.26E
1895-05-01,12.539,0.534,Haarlem,Netherlands,52.24N,5.26E
1895-06-01,15.722000000000001,0.545,Haarlem,Netherlands,52.24N,5.26E
1895-07-01,16.512,0.198,Haarlem,Netherlands,52.24N,5.26E
1895-08-01,16.87,0.301,Haarlem,Netherlands,52.24N,5.26E
1895-09-01,16.144000000000002,0.39,Haarlem,Netherlands,52.24N,5.26E
1895-10-01,8.103,0.345,Haarlem,Netherlands,52.24N,5.26E
1895-11-01,6.345,0.381,Haarlem,Netherlands,52.24N,5.26E
1895-12-01,1.636,0.40399999999999997,Haarlem,Netherlands,52.24N,5.26E
1896-01-01,1.916,0.419,Haarlem,Netherlands,52.24N,5.26E
1896-02-01,2.36,0.39299999999999996,Haarlem,Netherlands,52.24N,5.26E
1896-03-01,6.65,0.40299999999999997,Haarlem,Netherlands,52.24N,5.26E
1896-04-01,7.409000000000002,0.551,Haarlem,Netherlands,52.24N,5.26E
1896-05-01,11.124,0.45799999999999996,Haarlem,Netherlands,52.24N,5.26E
1896-06-01,17.067,0.292,Haarlem,Netherlands,52.24N,5.26E
1896-07-01,17.337999999999994,0.166,Haarlem,Netherlands,52.24N,5.26E
1896-08-01,14.905,0.354,Haarlem,Netherlands,52.24N,5.26E
1896-09-01,13.779000000000002,0.435,Haarlem,Netherlands,52.24N,5.26E
1896-10-01,8.634,0.46299999999999997,Haarlem,Netherlands,52.24N,5.26E
1896-11-01,2.7060000000000004,0.6779999999999999,Haarlem,Netherlands,52.24N,5.26E
1896-12-01,1.734,0.474,Haarlem,Netherlands,52.24N,5.26E
1897-01-01,-1.1909999999999998,1.1640000000000001,Haarlem,Netherlands,52.24N,5.26E
1897-02-01,3.062,0.6509999999999999,Haarlem,Netherlands,52.24N,5.26E
1897-03-01,6.392,0.39299999999999996,Haarlem,Netherlands,52.24N,5.26E
1897-04-01,7.5070000000000014,0.47,Haarlem,Netherlands,52.24N,5.26E
1897-05-01,11.183,0.318,Haarlem,Netherlands,52.24N,5.26E
1897-06-01,16.798,0.305,Haarlem,Netherlands,52.24N,5.26E
1897-07-01,16.596999999999998,0.39899999999999997,Haarlem,Netherlands,52.24N,5.26E
1897-08-01,17.55,0.35100000000000003,Haarlem,Netherlands,52.24N,5.26E
1897-09-01,12.894,0.40299999999999997,Haarlem,Netherlands,52.24N,5.26E
1897-10-01,9.248,0.37,Haarlem,Netherlands,52.24N,5.26E
1897-11-01,4.965,0.725,Haarlem,Netherlands,52.24N,5.26E
1897-12-01,2.986,0.7040000000000001,Haarlem,Netherlands,52.24N,5.26E
1898-01-01,4.441,0.632,Haarlem,Netherlands,52.24N,5.26E
1898-02-01,3.313,0.501,Haarlem,Netherlands,52.24N,5.26E
1898-03-01,3.5589999999999997,0.69,Haarlem,Netherlands,52.24N,5.26E
1898-04-01,8.017000000000001,0.518,Haarlem,Netherlands,52.24N,5.26E
1898-05-01,10.884,0.54,Haarlem,Netherlands,52.24N,5.26E
1898-06-01,14.478,0.41600000000000004,Haarlem,Netherlands,52.24N,5.26E
1898-07-01,14.593,0.564,Haarlem,Netherlands,52.24N,5.26E
1898-08-01,18.199,0.48,Haarlem,Netherlands,52.24N,5.26E
1898-09-01,15.367,0.42,Haarlem,Netherlands,52.24N,5.26E
1898-10-01,10.343,0.467,Haarlem,Netherlands,52.24N,5.26E
1898-11-01,6.257000000000001,0.584,Haarlem,Netherlands,52.24N,5.26E
1898-12-01,5.35,0.594,Haarlem,Netherlands,52.24N,5.26E
1899-01-01,3.7960000000000003,0.6890000000000001,Haarlem,Netherlands,52.24N,5.26E
1899-02-01,4.026,0.5529999999999999,Haarlem,Netherlands,52.24N,5.26E
1899-03-01,4.292,0.547,Haarlem,Netherlands,52.24N,5.26E
1899-04-01,7.659000000000002,0.375,Haarlem,Netherlands,52.24N,5.26E
1899-05-01,10.800999999999998,0.49700000000000005,Haarlem,Netherlands,52.24N,5.26E
1899-06-01,15.284,0.425,Haarlem,Netherlands,52.24N,5.26E
1899-07-01,17.88,0.24600000000000002,Haarlem,Netherlands,52.24N,5.26E
1899-08-01,17.69,0.508,Haarlem,Netherlands,52.24N,5.26E
1899-09-01,13.691,0.349,Haarlem,Netherlands,52.24N,5.26E
1899-10-01,8.982000000000001,0.275,Haarlem,Netherlands,52.24N,5.26E
1899-11-01,8.58,0.28600000000000003,Haarlem,Netherlands,52.24N,5.26E
1899-12-01,-0.8530000000000002,0.735,Haarlem,Netherlands,52.24N,5.26E
1900-01-01,2.622,0.552,Haarlem,Netherlands,52.24N,5.26E
1900-02-01,2.396,0.56,Haarlem,Netherlands,52.24N,5.26E
1900-03-01,2.8240000000000003,0.4,Haarlem,Netherlands,52.24N,5.26E
1900-04-01,7.386,0.37,Haarlem,Netherlands,52.24N,5.26E
1900-05-01,11.057,0.465,Haarlem,Netherlands,52.24N,5.26E
1900-06-01,15.745,0.5529999999999999,Haarlem,Netherlands,52.24N,5.26E
1900-07-01,18.605,0.502,Haarlem,Netherlands,52.24N,5.26E
1900-08-01,16.26,0.39399999999999996,Haarlem,Netherlands,52.24N,5.26E
1900-09-01,14.432,0.384,Haarlem,Netherlands,52.24N,5.26E
1900-10-01,9.857000000000001,0.44,Haarlem,Netherlands,52.24N,5.26E
1900-11-01,6.144,0.514,Haarlem,Netherlands,52.24N,5.26E
1900-12-01,4.901,0.642,Haarlem,Netherlands,52.24N,5.26E
1901-01-01,-0.5230000000000001,0.604,Haarlem,Netherlands,52.24N,5.26E
1901-02-01,-1.2990000000000004,0.653,Haarlem,Netherlands,52.24N,5.26E
1901-03-01,3.593,0.369,Haarlem,Netherlands,52.24N,5.26E
1901-04-01,8.747,0.5579999999999999,Haarlem,Netherlands,52.24N,5.26E
1901-05-01,12.380999999999998,0.586,Haarlem,Netherlands,52.24N,5.26E
1901-06-01,15.0,0.66,Haarlem,Netherlands,52.24N,5.26E
1901-07-01,18.658,0.332,Haarlem,Netherlands,52.24N,5.26E
1901-08-01,16.964000000000002,0.33799999999999997,Haarlem,Netherlands,52.24N,5.26E
1901-09-01,14.469000000000001,0.436,Haarlem,Netherlands,52.24N,5.26E
1901-10-01,10.229,0.48100000000000004,Haarlem,Netherlands,52.24N,5.26E
1901-11-01,4.893,0.866,Haarlem,Netherlands,52.24N,5.26E
1901-12-01,2.432,0.49700000000000005,Haarlem,Netherlands,52.24N,5.26E
1902-01-01,4.093,0.752,Haarlem,Netherlands,52.24N,5.26E
1902-02-01,-0.015000000000000124,0.341,Haarlem,Netherlands,52.24N,5.26E
1902-03-01,5.519,0.32799999999999996,Haarlem,Netherlands,52.24N,5.26E
1902-04-01,8.31,0.365,Haarlem,Netherlands,52.24N,5.26E
1902-05-01,9.175,0.5479999999999999,Haarlem,Netherlands,52.24N,5.26E
1902-06-01,15.373,0.603,Haarlem,Netherlands,52.24N,5.26E
1902-07-01,15.655,0.518,Haarlem,Netherlands,52.24N,5.26E
1902-08-01,14.996000000000002,0.514,Haarlem,Netherlands,52.24N,5.26E
1902-09-01,13.149000000000001,0.39899999999999997,Haarlem,Netherlands,52.24N,5.26E
1902-10-01,8.447999999999999,0.47600000000000003,Haarlem,Netherlands,52.24N,5.26E
1902-11-01,4.273,0.665,Haarlem,Netherlands,52.24N,5.26E
1902-12-01,0.8239999999999998,0.634,Haarlem,Netherlands,52.24N,5.26E
1903-01-01,2.64,0.754,Haarlem,Netherlands,52.24N,5.26E
1903-02-01,5.523999999999999,0.604,Haarlem,Netherlands,52.24N,5.26E
1903-03-01,7.3660000000000005,0.387,Haarlem,Netherlands,52.24N,5.26E
1903-04-01,5.421,0.35700000000000004,Haarlem,Netherlands,52.24N,5.26E
1903-05-01,12.628,0.23399999999999999,Haarlem,Netherlands,52.24N,5.26E
1903-06-01,14.371,0.467,Haarlem,Netherlands,52.24N,5.26E
1903-07-01,16.031,0.594,Haarlem,Netherlands,52.24N,5.26E
1903-08-01,15.412,0.336,Haarlem,Netherlands,52.24N,5.26E
1903-09-01,14.576,0.524,Haarlem,Netherlands,52.24N,5.26E
1903-10-01,10.937000000000001,0.43200000000000005,Haarlem,Netherlands,52.24N,5.26E
1903-11-01,5.747000000000001,0.594,Haarlem,Netherlands,52.24N,5.26E
1903-12-01,0.8799999999999999,0.612,Haarlem,Netherlands,52.24N,5.26E
1904-01-01,0.823,0.745,Haarlem,Netherlands,52.24N,5.26E
1904-02-01,2.7760000000000002,0.6859999999999999,Haarlem,Netherlands,52.24N,5.26E
1904-03-01,3.95,0.41700000000000004,Haarlem,Netherlands,52.24N,5.26E
1904-04-01,9.355,0.182,Haarlem,Netherlands,52.24N,5.26E
1904-05-01,12.241,0.33399999999999996,Haarlem,Netherlands,52.24N,5.26E
1904-06-01,14.498,0.35700000000000004,Haarlem,Netherlands,52.24N,5.26E
1904-07-01,18.334,0.46,Haarlem,Netherlands,52.24N,5.26E
1904-08-01,16.423000000000002,0.49700000000000005,Haarlem,Netherlands,52.24N,5.26E
1904-09-01,12.778,0.245,Haarlem,Netherlands,52.24N,5.26E
1904-10-01,9.422,0.275,Haarlem,Netherlands,52.24N,5.26E
1904-11-01,5.073,0.637,Haarlem,Netherlands,52.24N,5.26E
1904-12-01,3.82,0.406,Haarlem,Netherlands,52.24N,5.26E
1905-01-01,0.914,0.596,Haarlem,Netherlands,52.24N,5.26E
1905-02-01,3.367,0.259,Haarlem,Netherlands,52.24N,5.26E
1905-03-01,6.1450000000000005,0.40399999999999997,Haarlem,Netherlands,52.24N,5.26E
1905-04-01,6.553000000000001,0.423,Haarlem,Netherlands,52.24N,5.26E
1905-05-01,11.886,0.252,Haarlem,Netherlands,52.24N,5.26E
1905-06-01,16.878999999999998,0.479,Haarlem,Netherlands,52.24N,5.26E
1905-07-01,18.265,0.439,Haarlem,Netherlands,52.24N,5.26E
1905-08-01,16.401,0.355,Haarlem,Netherlands,52.24N,5.26E
1905-09-01,13.290999999999999,0.442,Haarlem,Netherlands,52.24N,5.26E
1905-10-01,6.2639999999999985,0.604,Haarlem,Netherlands,52.24N,5.26E
1905-11-01,4.213,0.8079999999999999,Haarlem,Netherlands,52.24N,5.26E
1905-12-01,2.432,0.888,Haarlem,Netherlands,52.24N,5.26E
1906-01-01,3.0780000000000003,0.722,Haarlem,Netherlands,52.24N,5.26E
1906-02-01,2.324,0.502,Haarlem,Netherlands,52.24N,5.26E
1906-03-01,3.946,0.24,Haarlem,Netherlands,52.24N,5.26E
1906-04-01,7.678,0.304,Haarlem,Netherlands,52.24N,5.26E
1906-05-01,12.700999999999999,0.5660000000000001,Haarlem,Netherlands,52.24N,5.26E
1906-06-01,14.552,0.5670000000000001,Haarlem,Netherlands,52.24N,5.26E
1906-07-01,17.093,0.389,Haarlem,Netherlands,52.24N,5.26E
1906-08-01,17.135,0.191,Haarlem,Netherlands,52.24N,5.26E
1906-09-01,13.998,0.26,Haarlem,Netherlands,52.24N,5.26E
1906-10-01,11.6,0.287,Haarlem,Netherlands,52.24N,5.26E
1906-11-01,7.537999999999999,0.307,Haarlem,Netherlands,52.24N,5.26E
1906-12-01,-0.06700000000000017,0.715,Haarlem,Netherlands,52.24N,5.26E
1907-01-01,1.3159999999999998,0.451,Haarlem,Netherlands,52.24N,5.26E
1907-02-01,0.4779999999999998,0.39299999999999996,Haarlem,Netherlands,52.24N,5.26E
1907-03-01,4.815,0.19399999999999998,Haarlem,Netherlands,52.24N,5.26E
1907-04-01,7.516,0.131,Haarlem,Netherlands,52.24N,5.26E
1907-05-01,12.56,0.39799999999999996,Haarlem,Netherlands,52.24N,5.26E
1907-06-01,13.996,0.385,Haarlem,Netherlands,52.24N,5.26E
1907-07-01,14.279000000000002,0.318,Haarlem,Netherlands,52.24N,5.26E
1907-08-01,15.524,0.258,Haarlem,Netherlands,52.24N,5.26E
1907-09-01,14.059000000000001,0.183,Haarlem,Netherlands,52.24N,5.26E
1907-10-01,11.361,0.309,Haarlem,Netherlands,52.24N,5.26E
1907-11-01,5.823,0.49700000000000005,Haarlem,Netherlands,52.24N,5.26E
1907-12-01,3.0060000000000002,0.5329999999999999,Haarlem,Netherlands,52.24N,5.26E
1908-01-01,-0.8050000000000002,0.8220000000000001,Haarlem,Netherlands,52.24N,5.26E
1908-02-01,3.365,0.531,Haarlem,Netherlands,52.24N,5.26E
1908-03-01,3.669000000000001,0.37200000000000005,Haarlem,Netherlands,52.24N,5.26E
1908-04-01,5.9860000000000015,0.253,Haarlem,Netherlands,52.24N,5.26E
1908-05-01,13.092,0.326,Haarlem,Netherlands,52.24N,5.26E
1908-06-01,16.230999999999998,0.451,Haarlem,Netherlands,52.24N,5.26E
1908-07-01,16.887999999999998,0.18899999999999997,Haarlem,Netherlands,52.24N,5.26E
1908-08-01,15.247000000000002,0.284,Haarlem,Netherlands,52.24N,5.26E
1908-09-01,13.710999999999999,0.303,Haarlem,Netherlands,52.24N,5.26E
1908-10-01,10.187000000000001,0.245,Haarlem,Netherlands,52.24N,5.26E
1908-11-01,4.508,0.36,Haarlem,Netherlands,52.24N,5.26E
1908-12-01,1.075,0.659,Haarlem,Netherlands,52.24N,5.26E
1909-01-01,0.7509999999999999,0.479,Haarlem,Netherlands,52.24N,5.26E
1909-02-01,0.4129999999999998,0.304,Haarlem,Netherlands,52.24N,5.26E
1909-03-01,2.968,0.22399999999999998,Haarlem,Netherlands,52.24N,5.26E
1909-04-01,8.389000000000001,0.366,Haarlem,Netherlands,52.24N,5.26E
1909-05-01,11.199000000000002,0.247,Haarlem,Netherlands,52.24N,5.26E
1909-06-01,13.321,0.249,Haarlem,Netherlands,52.24N,5.26E
1909-07-01,14.869000000000002,0.335,Haarlem,Netherlands,52.24N,5.26E
1909-08-01,16.259,0.434,Haarlem,Netherlands,52.24N,5.26E
1909-09-01,13.182,0.287,Haarlem,Netherlands,52.24N,5.26E
1909-10-01,11.005999999999998,0.319,Haarlem,Netherlands,52.24N,5.26E
1909-11-01,4.305,0.469,Haarlem,Netherlands,52.24N,5.26E
1909-12-01,2.918,0.581,Haarlem,Netherlands,52.24N,5.26E
1910-01-01,2.999,0.515,Haarlem,Netherlands,52.24N,5.26E
1910-02-01,4.017,0.386,Haarlem,Netherlands,52.24N,5.26E
1910-03-01,5.45,0.331,Haarlem,Netherlands,52.24N,5.26E
1910-04-01,7.7440000000000015,0.244,Haarlem,Netherlands,52.24N,5.26E
1910-05-01,12.489,0.146,Haarlem,Netherlands,52.24N,5.26E
1910-06-01,16.477999999999998,0.311,Haarlem,Netherlands,52.24N,5.26E
1910-07-01,15.403999999999998,0.172,Haarlem,Netherlands,52.24N,5.26E
1910-08-01,16.267000000000003,0.21,Haarlem,Netherlands,52.24N,5.26E
1910-09-01,13.450999999999999,0.133,Haarlem,Netherlands,52.24N,5.26E
1910-10-01,10.409,0.39799999999999996,Haarlem,Netherlands,52.24N,5.26E
1910-11-01,3.589,0.413,Haarlem,Netherlands,52.24N,5.26E
1910-12-01,5.006,0.555,Haarlem,Netherlands,52.24N,5.26E
1911-01-01,1.18,0.479,Haarlem,Netherlands,52.24N,5.26E
1911-02-01,3.326,0.305,Haarlem,Netherlands,52.24N,5.26E
1911-03-01,5.2200000000000015,0.29100000000000004,Haarlem,Netherlands,52.24N,5.26E
1911-04-01,7.162000000000001,0.297,Haarlem,Netherlands,52.24N,5.26E
1911-05-01,13.765999999999998,0.418,Haarlem,Netherlands,52.24N,5.26E
1911-06-01,14.985,0.391,Haarlem,Netherlands,52.24N,5.26E
1911-07-01,18.743,0.368,Haarlem,Netherlands,52.24N,5.26E
1911-08-01,19.645000000000003,0.332,Haarlem,Netherlands,52.24N,5.26E
1911-09-01,15.067,0.35,Haarlem,Netherlands,52.24N,5.26E
1911-10-01,9.504,0.213,Haarlem,Netherlands,52.24N,5.26E
1911-11-01,5.91,0.337,Haarlem,Netherlands,52.24N,5.26E
1911-12-01,4.709,0.586,Haarlem,Netherlands,52.24N,5.26E
1912-01-01,1.232,0.754,Haarlem,Netherlands,52.24N,5.26E
1912-02-01,3.983,0.6559999999999999,Haarlem,Netherlands,52.24N,5.26E
1912-03-01,7.435,0.442,Haarlem,Netherlands,52.24N,5.26E
1912-04-01,8.326,0.204,Haarlem,Netherlands,52.24N,5.26E
1912-05-01,11.972,0.213,Haarlem,Netherlands,52.24N,5.26E
1912-06-01,15.326,0.172,Haarlem,Netherlands,52.24N,5.26E
1912-07-01,18.569000000000003,0.18600000000000003,Haarlem,Netherlands,52.24N,5.26E
1912-08-01,14.347999999999999,0.16399999999999998,Haarlem,Netherlands,52.24N,5.26E
1912-09-01,10.744000000000002,0.32299999999999995,Haarlem,Netherlands,52.24N,5.26E
1912-10-01,7.972999999999999,0.312,Haarlem,Netherlands,52.24N,5.26E
1912-11-01,5.249,0.244,Haarlem,Netherlands,52.24N,5.26E
1912-12-01,5.305,0.239,Haarlem,Netherlands,52.24N,5.26E
1913-01-01,2.209,0.324,Haarlem,Netherlands,52.24N,5.26E
1913-02-01,3.505,0.33,Haarlem,Netherlands,52.24N,5.26E
1913-03-01,6.8660000000000005,0.247,Haarlem,Netherlands,52.24N,5.26E
1913-04-01,8.447000000000001,0.298,Haarlem,Netherlands,52.24N,5.26E
1913-05-01,12.737,0.239,Haarlem,Netherlands,52.24N,5.26E
1913-06-01,14.595,0.256,Haarlem,Netherlands,52.24N,5.26E
1913-07-01,14.778999999999998,0.462,Haarlem,Netherlands,52.24N,5.26E
1913-08-01,15.399,0.491,Haarlem,Netherlands,52.24N,5.26E
1913-09-01,14.136,0.35700000000000004,Haarlem,Netherlands,52.24N,5.26E
1913-10-01,10.894,0.415,Haarlem,Netherlands,52.24N,5.26E
1913-11-01,8.182,0.37200000000000005,Haarlem,Netherlands,52.24N,5.26E
1913-12-01,3.9819999999999998,0.562,Haarlem,Netherlands,52.24N,5.26E
1914-01-01,-0.224,0.563,Haarlem,Netherlands,52.24N,5.26E
1914-02-01,5.821000000000001,0.52,Haarlem,Netherlands,52.24N,5.26E
1914-03-01,5.995,0.267,Haarlem,Netherlands,52.24N,5.26E
1914-04-01,10.142000000000001,0.256,Haarlem,Netherlands,52.24N,5.26E
1914-05-01,11.353000000000002,0.263,Haarlem,Netherlands,52.24N,5.26E
1914-06-01,14.357000000000001,0.228,Haarlem,Netherlands,52.24N,5.26E
1914-07-01,17.89,0.298,Haarlem,Netherlands,52.24N,5.26E
1914-08-01,17.55,0.36200000000000004,Haarlem,Netherlands,52.24N,5.26E
1914-09-01,13.835,0.3,Haarlem,Netherlands,52.24N,5.26E
1914-10-01,9.622,0.33799999999999997,Haarlem,Netherlands,52.24N,5.26E
1914-11-01,5.195,0.34299999999999997,Haarlem,Netherlands,52.24N,5.26E
1914-12-01,4.72,0.484,Haarlem,Netherlands,52.24N,5.26E
1915-01-01,2.648,0.47200000000000003,Haarlem,Netherlands,52.24N,5.26E
1915-02-01,3.1260000000000003,0.34600000000000003,Haarlem,Netherlands,52.24N,5.26E
1915-03-01,3.9389999999999996,0.562,Haarlem,Netherlands,52.24N,5.26E
1915-04-01,7.391,0.223,Haarlem,Netherlands,52.24N,5.26E
1915-05-01,12.285,0.33799999999999997,Haarlem,Netherlands,52.24N,5.26E
1915-06-01,15.845,0.405,Haarlem,Netherlands,52.24N,5.26E
1915-07-01,15.874999999999998,0.19699999999999998,Haarlem,Netherlands,52.24N,5.26E
1915-08-01,15.860999999999999,0.188,Haarlem,Netherlands,52.24N,5.26E
1915-09-01,13.352,0.311,Haarlem,Netherlands,52.24N,5.26E
1915-10-01,7.639999999999999,0.16,Haarlem,Netherlands,52.24N,5.26E
1915-11-01,2.888,0.46,Haarlem,Netherlands,52.24N,5.26E
1915-12-01,4.76,0.655,Haarlem,Netherlands,52.24N,5.26E
1916-01-01,5.494,0.479,Haarlem,Netherlands,52.24N,5.26E
1916-02-01,2.7299999999999995,0.642,Haarlem,Netherlands,52.24N,5.26E
1916-03-01,4.3839999999999995,0.293,Haarlem,Netherlands,52.24N,5.26E
1916-04-01,8.679,0.27,Haarlem,Netherlands,52.24N,5.26E
1916-05-01,13.007,0.324,Haarlem,Netherlands,52.24N,5.26E
1916-06-01,12.527000000000001,0.289,Haarlem,Netherlands,52.24N,5.26E
1916-07-01,15.46,0.222,Haarlem,Netherlands,52.24N,5.26E
1916-08-01,16.534000000000002,0.337,Haarlem,Netherlands,52.24N,5.26E
1916-09-01,13.342,0.285,Haarlem,Netherlands,52.24N,5.26E
1916-10-01,9.932,0.221,Haarlem,Netherlands,52.24N,5.26E
1916-11-01,5.882999999999999,0.151,Haarlem,Netherlands,52.24N,5.26E
1916-12-01,2.4130000000000003,0.47,Haarlem,Netherlands,52.24N,5.26E
1917-01-01,-0.9089999999999998,0.43799999999999994,Haarlem,Netherlands,52.24N,5.26E
1917-02-01,-1.4690000000000003,0.341,Haarlem,Netherlands,52.24N,5.26E
1917-03-01,1.781,0.38,Haarlem,Netherlands,52.24N,5.26E
1917-04-01,4.5600000000000005,0.358,Haarlem,Netherlands,52.24N,5.26E
