31.35N,120.63E
1911-10-01,16.256,0.47,Shaoxing,China,29.74N,120.00E
1911-11-01,11.321,0.37200000000000005,Shaoxing,China,29.74N,120.00E
1911-12-01,5.8119999999999985,0.521,Shaoxing,China,29.74N,120.00E
1912-01-01,3.073,0.7440000000000001,Shaoxing,China,29.74N,120.00E
1912-02-01,7.1080000000000005,0.978,Shaoxing,China,29.74N,120.00E
1912-03-01,8.854,1.051,Shaoxing,China,29.74N,120.00E
1912-04-01,15.942,0.584,Shaoxing,China,29.74N,120.00E
1912-05-01,20.422,0.456,Shaoxing,China,29.74N,120.00E
1912-06-01,24.791,0.544,Shaoxing,China,29.74N,120.00E
1912-07-01,27.660999999999998,0.299,Shaoxing,China,29.74N,120.00E
1912-08-01,26.505000000000006,0.696,Shaoxing,China,29.74N,120.00E
1912-09-01,21.64,0.83,Shaoxing,China,29.74N,120.00E
1912-10-01,16.709,0.373,Shaoxing,China,29.74N,120.00E
1912-11-01,9.861,0.37,Shaoxing,China,29.74N,120.00E
1912-12-01,5.274,0.6559999999999999,Shaoxing,China,29.74N,120.00E
1913-01-01,3.77,0.5710000000000001,Shaoxing,China,29.74N,120.00E
1913-02-01,4.923,0.38799999999999996,Shaoxing,China,29.74N,120.00E
1913-03-01,8.334999999999999,0.627,Shaoxing,China,29.74N,120.00E
1913-04-01,14.297,1.149,Shaoxing,China,29.74N,120.00E
1913-05-01,19.35,0.444,Shaoxing,China,29.74N,120.00E
1913-06-01,24.264,0.415,Shaoxing,China,29.74N,120.00E
1913-07-01,26.491999999999997,0.193,Shaoxing,China,29.74N,120.00E
1913-08-01,27.784,0.441,Shaoxing,China,29.74N,120.00E
1913-09-01,22.153,1.561,Shaoxing,China,29.74N,120.00E
1913-10-01,17.180999999999997,0.452,Shaoxing,China,29.74N,120.00E
1913-11-01,11.595999999999998,0.385,Shaoxing,China,29.74N,120.00E
1913-12-01,4.884,0.727,Shaoxing,China,29.74N,120.00E
1914-01-01,5.556,0.677,Shaoxing,China,29.74N,120.00E
1914-02-01,6.857,0.467,Shaoxing,China,29.74N,120.00E
1914-03-01,11.035,0.392,Shaoxing,China,29.74N,120.00E
1914-04-01,14.918,0.523,Shaoxing,China,29.74N,120.00E
1914-05-01,19.308,0.838,Shaoxing,China,29.74N,120.00E
1914-06-01,24.668000000000003,0.31,Shaoxing,China,29.74N,120.00E
1914-07-01,29.212,0.779,Shaoxing,China,29.74N,120.00E
1914-08-01,27.454,0.48700000000000004,Shaoxing,China,29.74N,120.00E
1914-09-01,22.295,0.389,Shaoxing,China,29.74N,120.00E
1914-10-01,17.932000000000006,0.536,Shaoxing,China,29.74N,120.00E
1914-11-01,12.184000000000001,0.77,Shaoxing,China,29.74N,120.00E
1914-12-01,6.31,0.873,Shaoxing,China,29.74N,120.00E
1915-01-01,4.137,0.386,Shaoxing,China,29.74N,120.00E
1915-02-01,5.513999999999999,0.727,Shaoxing,China,29.74N,120.00E
1915-03-01,9.402000000000001,0.997,Shaoxing,China,29.74N,120.00E
1915-04-01,14.081,0.649,Shaoxing,China,29.74N,120.00E
1915-05-01,20.391,1.1079999999999999,Shaoxing,China,29.74N,120.00E
1915-06-01,24.588,0.42,Shaoxing,China,29.74N,120.00E
1915-07-01,27.636999999999997,0.316,Shaoxing,China,29.74N,120.00E
1915-08-01,27.188,0.48700000000000004,Shaoxing,China,29.74N,120.00E
1915-09-01,22.467,0.34299999999999997,Shaoxing,China,29.74N,120.00E
1915-10-01,18.874,0.493,Shaoxing,China,29.74N,120.00E
1915-11-01,12.738,0.54,Shaoxing,China,29.74N,120.00E
1915-12-01,7.379,0.313,Shaoxing,China,29.74N,120.00E
1916-01-01,5.006,0.371,Shaoxing,China,29.74N,120.00E
1916-02-01,5.244,0.452,Shaoxing,China,29.74N,120.00E
1916-03-01,8.308,0.614,Shaoxing,China,29.74N,120.00E
1916-04-01,15.477,0.488,Shaoxing,China,29.74N,120.00E
1916-05-01,20.131,0.389,Shaoxing,China,29.74N,120.00E
1916-06-01,24.388,0.35100000000000003,Shaoxing,China,29.74N,120.00E
1916-07-01,26.929,0.52,Shaoxing,China,29.74N,120.00E
1916-08-01,26.419,0.49200000000000005,Shaoxing,China,29.74N,120.00E
1916-09-01,23.485000000000007,0.816,Shaoxing,China,29.74N,120.00E
1916-10-01,16.782,0.32299999999999995,Shaoxing,China,29.74N,120.00E
1916-11-01,11.611,0.242,Shaoxing,China,29.74N,120.00E
1916-12-01,5.6160000000000005,0.721,Shaoxing,China,29.74N,120.00E
1917-01-01,0.973,1.111,Shaoxing,China,29.74N,120.00E
1917-02-01,4.504,0.685,Shaoxing,China,29.74N,120.00E
1917-03-01,8.282,0.3,Shaoxing,China,29.74N,120.00E
1917-04-01,15.286,0.34299999999999997,Shaoxing,China,29.74N,120.00E
1917-05-01,19.266,0.47200000000000003,Shaoxing,China,29.74N,120.00E
1917-06-01,24.257,0.292,Shaoxing,China,29.74N,120.00E
1917-07-01,27.199,0.447,Shaoxing,China,29.74N,120.00E
1917-08-01,27.263,0.321,Shaoxing,China,29.74N,120.00E
1917-09-01,24.154,0.9590000000000001,Shaoxing,China,29.74N,120.00E
1917-10-01,16.907,0.301,Shaoxing,China,29.74N,120.00E
1917-11-01,9.789,1.001,Shaoxing,China,29.74N,120.00E
1917-12-01,3.4130000000000003,0.401,Shaoxing,China,29.74N,120.00E
1918-01-01,1.037,0.45399999999999996,Shaoxing,China,29.74N,120.00E
1918-02-01,5.385,0.465,Shaoxing,China,29.74N,120.00E
1918-03-01,9.12,0.341,Shaoxing,China,29.74N,120.00E
1918-04-01,14.882,0.36700000000000005,Shaoxing,China,29.74N,120.00E
1918-05-01,19.634,0.627,Shaoxing,China,29.74N,120.00E
1918-06-01,23.526999999999997,0.5660000000000001,Shaoxing,China,29.74N,120.00E
1918-07-01,26.963,0.225,Shaoxing,China,29.74N,120.00E
1918-08-01,27.259,1.0090000000000001,Shaoxing,China,29.74N,120.00E
1918-09-01,22.755000000000006,0.332,Shaoxing,China,29.74N,120.00E
1918-10-01,17.392,0.207,Shaoxing,China,29.74N,120.00E
1918-11-01,11.243,0.306,Shaoxing,China,29.74N,120.00E
1918-12-01,6.9110000000000005,0.34,Shaoxing,China,29.74N,120.00E
1919-01-01,3.3960000000000004,0.804,Shaoxing,China,29.74N,120.00E
1919-02-01,4.947,0.541,Shaoxing,China,29.74N,120.00E
1919-03-01,10.958,0.486,Shaoxing,China,29.74N,120.00E
1919-04-01,16.695,1.209,Shaoxing,China,29.74N,120.00E
1919-05-01,20.948,0.637,Shaoxing,China,29.74N,120.00E
1919-06-01,25.018,0.349,Shaoxing,China,29.74N,120.00E
1919-07-01,26.725,0.522,Shaoxing,China,29.74N,120.00E
1919-08-01,27.425,0.387,Shaoxing,China,29.74N,120.00E
1919-09-01,21.944000000000006,0.248,Shaoxing,China,29.74N,120.00E
1919-10-01,16.858,0.49700000000000005,Shaoxing,China,29.74N,120.00E
1919-11-01,11.009,0.305,Shaoxing,China,29.74N,120.00E
1919-12-01,5.346,0.534,Shaoxing,China,29.74N,120.00E
1920-01-01,4.086,0.701,Shaoxing,China,29.74N,120.00E
1920-02-01,3.4810000000000003,0.915,Shaoxing,China,29.74N,120.00E
1920-03-01,8.979,0.46399999999999997,Shaoxing,China,29.74N,120.00E
1920-04-01,14.122,0.557,Shaoxing,China,29.74N,120.00E
1920-05-01,19.563,0.675,Shaoxing,China,29.74N,120.00E
1920-06-01,23.775,0.493,Shaoxing,China,29.74N,120.00E
1920-07-01,27.474,0.353,Shaoxing,China,29.74N,120.00E
1920-08-01,27.377,0.188,Shaoxing,China,29.74N,120.00E
1920-09-01,23.936,0.677,Shaoxing,China,29.74N,120.00E
1920-10-01,17.599,0.45299999999999996,Shaoxing,China,29.74N,120.00E
1920-11-01,13.082,0.361,Shaoxing,China,29.74N,120.00E
1920-12-01,7.877999999999999,1.008,Shaoxing,China,29.74N,120.00E
1921-01-01,3.877,0.598,Shaoxing,China,29.74N,120.00E
1921-02-01,6.311,0.436,Shaoxing,China,29.74N,120.00E
1921-03-01,9.309,0.365,Shaoxing,China,29.74N,120.00E
1921-04-01,14.794,0.741,Shaoxing,China,29.74N,120.00E
1921-05-01,19.852999999999998,0.298,Shaoxing,China,29.74N,120.00E
1921-06-01,22.991999999999997,0.374,Shaoxing,China,29.74N,120.00E
1921-07-01,27.875999999999998,0.8270000000000001,Shaoxing,China,29.74N,120.00E
1921-08-01,26.995,0.397,Shaoxing,China,29.74N,120.00E
1921-09-01,21.631,0.27399999999999997,Shaoxing,China,29.74N,120.00E
1921-10-01,15.982,0.382,Shaoxing,China,29.74N,120.00E
1921-11-01,11.421,0.61,Shaoxing,China,29.74N,120.00E
1921-12-01,7.039,0.76,Shaoxing,China,29.74N,120.00E
1922-01-01,4.037,1.9409999999999998,Shaoxing,China,29.74N,120.00E
1922-02-01,6.6560000000000015,0.8420000000000001,Shaoxing,China,29.74N,120.00E
1922-03-01,10.033,0.5710000000000001,Shaoxing,China,29.74N,120.00E
1922-04-01,15.525,0.273,Shaoxing,China,29.74N,120.00E
1922-05-01,20.102,0.418,Shaoxing,China,29.74N,120.00E
1922-06-01,24.598000000000003,0.26899999999999996,Shaoxing,China,29.74N,120.00E
1922-07-01,27.791999999999998,0.40700000000000003,Shaoxing,China,29.74N,120.00E
1922-08-01,27.586,0.373,Shaoxing,China,29.74N,120.00E
1922-09-01,22.849,0.428,Shaoxing,China,29.74N,120.00E
1922-10-01,17.397000000000002,0.442,Shaoxing,China,29.74N,120.00E
1922-11-01,10.997,0.368,Shaoxing,China,29.74N,120.00E
1922-12-01,5.893,0.261,Shaoxing,China,29.74N,120.00E
1923-01-01,3.4160000000000004,0.263,Shaoxing,China,29.74N,120.00E
1923-02-01,4.0950000000000015,0.392,Shaoxing,China,29.74N,120.00E
1923-03-01,11.241,0.408,Shaoxing,China,29.74N,120.00E
1923-04-01,14.825,0.366,Shaoxing,China,29.74N,120.00E
1923-05-01,20.475,0.405,Shaoxing,China,29.74N,120.00E
1923-06-01,23.97,0.22699999999999998,Shaoxing,China,29.74N,120.00E
1923-07-01,26.862,0.45799999999999996,Shaoxing,China,29.74N,120.00E
1923-08-01,27.78,0.4,Shaoxing,China,29.74N,120.00E
1923-09-01,22.605999999999998,0.345,Shaoxing,China,29.74N,120.00E
1923-10-01,16.848000000000006,0.217,Shaoxing,China,29.74N,120.00E
1923-11-01,12.492,0.851,Shaoxing,China,29.74N,120.00E
1923-12-01,6.4529999999999985,0.43,Shaoxing,China,29.74N,120.00E
1924-01-01,4.813,0.36700000000000005,Shaoxing,China,29.74N,120.00E
1924-02-01,5.021,0.359,Shaoxing,China,29.74N,120.00E
1924-03-01,7.696000000000001,0.419,Shaoxing,China,29.74N,120.00E
1924-04-01,16.192,0.41600000000000004,Shaoxing,China,29.74N,120.00E
1924-05-01,19.554,1.0390000000000001,Shaoxing,China,29.74N,120.00E
1924-06-01,23.398000000000003,0.583,Shaoxing,China,29.74N,120.00E
1924-07-01,28.016,0.19,Shaoxing,China,29.74N,120.00E
1924-08-01,27.585,0.848,Shaoxing,China,29.74N,120.00E
1924-09-01,23.186999999999998,0.21100000000000002,Shaoxing,China,29.74N,120.00E
1924-10-01,17.567,0.187,Shaoxing,China,29.74N,120.00E
1924-11-01,10.368,0.27899999999999997,Shaoxing,China,29.74N,120.00E
1924-12-01,6.009,0.473,Shaoxing,China,29.74N,120.00E
1925-01-01,2.674,0.606,Shaoxing,China,29.74N,120.00E
1925-02-01,3.717,0.373,Shaoxing,China,29.74N,120.00E
1925-03-01,9.794,0.551,Shaoxing,China,29.74N,120.00E
1925-04-01,13.379000000000001,0.39799999999999996,Shaoxing,China,29.74N,120.00E
1925-05-01,20.569000000000006,0.43200000000000005,Shaoxing,China,29.74N,120.00E
1925-06-01,25.49,0.6970000000000001,Shaoxing,China,29.74N,120.00E
1925-07-01,27.293000000000003,0.434,Shaoxing,China,29.74N,120.00E
1925-08-01,27.000999999999998,0.44799999999999995,Shaoxing,China,29.74N,120.00E
1925-09-01,22.613000000000003,1.03,Shaoxing,China,29.74N,120.00E
1925-10-01,17.489,0.431,Shaoxing,China,29.74N,120.00E
1925-11-01,13.028,0.499,Shaoxing,China,29.74N,120.00E
1925-12-01,5.8,0.381,Shaoxing,China,29.74N,120.00E
1926-01-01,4.174,0.47100000000000003,Shaoxing,China,29.74N,120.00E
1926-02-01,5.222,0.556,Shaoxing,China,29.74N,120.00E
1926-03-01,10.167,0.474,Shaoxing,China,29.74N,120.00E
1926-04-01,15.039000000000001,0.6509999999999999,Shaoxing,China,29.74N,120.00E
1926-05-01,21.691000000000006,0.679,Shaoxing,China,29.74N,120.00E
1926-06-01,22.715,0.638,Shaoxing,China,29.74N,120.00E
1926-07-01,27.955,0.812,Shaoxing,China,29.74N,120.00E
1926-08-01,28.781,0.414,Shaoxing,China,29.74N,120.00E
1926-09-01,24.259,0.284,Shaoxing,China,29.74N,120.00E
1926-10-01,16.21,0.39299999999999996,Shaoxing,China,29.74N,120.00E
1926-11-01,12.026,0.34700000000000003,Shaoxing,China,29.74N,120.00E
1926-12-01,5.478,0.816,Shaoxing,China,29.74N,120.00E
1927-01-01,4.103,1.014,Shaoxing,China,29.74N,120.00E
1927-02-01,4.703,0.475,Shaoxing,China,29.74N,120.00E
1927-03-01,8.288,0.524,Shaoxing,China,29.74N,120.00E
1927-04-01,14.994000000000002,1.041,Shaoxing,China,29.74N,120.00E
1927-05-01,19.91,0.38299999999999995,Shaoxing,China,29.74N,120.00E
1927-06-01,24.143,0.498,Shaoxing,China,29.74N,120.00E
1927-07-01,28.245,0.767,Shaoxing,China,29.74N,120.00E
1927-08-01,28.081,0.41600000000000004,Shaoxing,China,29.74N,120.00E
1927-09-01,22.9,0.637,Shaoxing,China,29.74N,120.00E
1927-10-01,17.062,0.259,Shaoxing,China,29.74N,120.00E
1927-11-01,13.186,0.256,Shaoxing,China,29.74N,120.00E
1927-12-01,8.009,1.054,Shaoxing,China,29.74N,120.00E
1928-01-01,4.398,0.601,Shaoxing,China,29.74N,120.00E
1928-02-01,5.099,0.35700000000000004,Shaoxing,China,29.74N,120.00E
1928-03-01,10.197000000000001,0.34700000000000003,Shaoxing,China,29.74N,120.00E
1928-04-01,16.017,0.33299999999999996,Shaoxing,China,29.74N,120.00E
1928-05-01,21.115,0.8390000000000001,Shaoxing,China,29.74N,120.00E
1928-06-01,23.736,0.902,Shaoxing,China,29.74N,120.00E
1928-07-01,28.08,0.9790000000000001,Shaoxing,China,29.74N,120.00E
1928-08-01,26.217,0.8740000000000001,Shaoxing,China,29.74N,120.00E
1928-09-01,23.014000000000006,0.306,Shaoxing,China,29.74N,120.00E
1928-10-01,16.764,0.622,Shaoxing,China,29.74N,120.00E
1928-11-01,11.922,0.305,Shaoxing,China,29.74N,120.00E
1928-12-01,6.805,0.7240000000000001,Shaoxing,China,29.74N,120.00E
1929-01-01,3.795,0.505,Shaoxing,China,29.74N,120.00E
1929-02-01,4.631,0.47600000000000003,Shaoxing,China,29.74N,120.00E
1929-03-01,9.963,0.43200000000000005,Shaoxing,China,29.74N,120.00E
1929-04-01,15.880999999999998,0.48200000000000004,Shaoxing,China,29.74N,120.00E
1929-05-01,20.537000000000006,0.67,Shaoxing,China,29.74N,120.00E
1929-06-01,24.574,1.06,Shaoxing,China,29.74N,120.00E
1929-07-01,27.748,0.301,Shaoxing,China,29.74N,120.00E
1929-08-01,27.549,0.218,Shaoxing,China,29.74N,120.00E
1929-09-01,22.948,0.574,Shaoxing,China,29.74N,120.00E
1929-10-01,17.299,0.466,Shaoxing,China,29.74N,120.00E
1929-11-01,10.627,0.526,Shaoxing,China,29.74N,120.00E
1929-12-01,5.55,0.6809999999999999,Shaoxing,China,29.74N,120.00E
1930-01-01,1.132,1.053,Shaoxing,China,29.74N,120.00E
1930-02-01,6.6690000000000005,0.379,Shaoxing,China,29.74N,120.00E
1930-03-01,10.689,0.271,Shaoxing,China,29.74N,120.00E
1930-04-01,15.843,0.27699999999999997,Shaoxing,China,29.74N,120.00E
1930-05-01,20.921000000000006,0.423,Shaoxing,China,29.74N,120.00E
1930-06-01,24.456,0.449,Shaoxing,China,29.74N,120.00E
1930-07-01,28.006999999999998,1.0090000000000001,Shaoxing,China,29.74N,120.00E
1930-08-01,27.712,0.504,Shaoxing,China,29.74N,120.00E
1930-09-01,22.201999999999998,0.502,Shaoxing,China,29.74N,120.00E
1930-10-01,17.145,0.409,Shaoxing,China,29.74N,120.00E
1930-11-01,10.529000000000002,0.366,Shaoxing,China,29.74N,120.00E
1930-12-01,6.968,0.301,Shaoxing,China,29.74N,120.00E
1931-01-01,3.717,0.317,Shaoxing,China,29.74N,120.00E
1931-02-01,3.7039999999999997,0.7020000000000001,Shaoxing,China,29.74N,120.00E
1931-03-01,10.44,0.451,Shaoxing,China,29.74N,120.00E
1931-04-01,14.898,0.8270000000000001,Shaoxing,China,29.74N,120.00E
1931-05-01,18.743,0.95,Shaoxing,China,29.74N,120.00E
1931-06-01,24.628,0.331,Shaoxing,China,29.74N,120.00E
1931-07-01,26.499000000000002,0.607,Shaoxing,China,29.74N,120.00E
1931-08-01,27.726,0.5670000000000001,Shaoxing,China,29.74N,120.00E
1931-09-01,22.495,0.903,Shaoxing,China,29.74N,120.00E
1931-10-01,16.584,0.23199999999999998,Shaoxing,China,29.74N,120.00E
1931-11-01,12.798,0.259,Shaoxing,China,29.74N,120.00E
1931-12-01,6.0859999999999985,0.303,Shaoxing,China,29.74N,120.00E
1932-01-01,5.225,0.49700000000000005,Shaoxing,China,29.74N,120.00E
1932-02-01,3.737,0.46399999999999997,Shaoxing,China,29.74N,120.00E
1932-03-01,9.451,0.633,Shaoxing,China,29.74N,120.00E
1932-04-01,15.38,0.318,Shaoxing,China,29.74N,120.00E
1932-05-01,20.324,0.32,Shaoxing,China,29.74N,120.00E
1932-06-01,23.446,0.273,Shaoxing,China,29.74N,120.00E
1932-07-01,28.92,0.237,Shaoxing,China,29.74N,120.00E
1932-08-01,27.811,0.312,Shaoxing,China,29.74N,120.00E
1932-09-01,21.956999999999997,0.255,Shaoxing,China,29.74N,120.00E
1932-10-01,16.467000000000002,0.35,Shaoxing,China,29.74N,120.00E
1932-11-01,11.646999999999998,0.21600000000000003,Shaoxing,China,29.74N,120.00E
1932-12-01,6.3420000000000005,0.26,Shaoxing,China,29.74N,120.00E
1933-01-01,0.4830000000000001,0.708,Shaoxing,China,29.74N,120.00E
1933-02-01,4.3919999999999995,0.374,Shaoxing,China,29.74N,120.00E
1933-03-01,8.017999999999999,0.27899999999999997,Shaoxing,China,29.74N,120.00E
1933-04-01,14.848,0.513,Shaoxing,China,29.74N,120.00E
1933-05-01,21.248,0.647,Shaoxing,China,29.74N,120.00E
1933-06-01,23.923000000000002,0.46799999999999997,Shaoxing,China,29.74N,120.00E
1933-07-01,28.655,0.818,Shaoxing,China,29.74N,120.00E
1933-08-01,28.206999999999997,0.504,Shaoxing,China,29.74N,120.00E
1933-09-01,23.858,0.51,Shaoxing,China,29.74N,120.00E
1933-10-01,17.098000000000006,0.774,Shaoxing,China,29.74N,120.00E
1933-11-01,12.072000000000001,0.846,Shaoxing,China,29.74N,120.00E
1933-12-01,7.792000000000001,0.8190000000000001,Shaoxing,China,29.74N,120.00E
1934-01-01,0.7519999999999998,0.424,Shaoxing,China,29.74N,120.00E
1934-02-01,4.99,0.522,Shaoxing,China,29.74N,120.00E
1934-03-01,8.895,0.385,Shaoxing,China,29.74N,120.00E
1934-04-01,13.328,0.193,Shaoxing,China,29.74N,120.00E
1934-05-01,20.854000000000006,0.193,Shaoxing,China,29.74N,120.00E
1934-06-01,24.809,0.564,Shaoxing,China,29.74N,120.00E
1934-07-01,29.515,0.62,Shaoxing,China,29.74N,120.00E
1934-08-01,29.130000000000006,0.845,Shaoxing,China,29.74N,120.00E
1934-09-01,23.298,0.39899999999999997,Shaoxing,China,29.74N,120.00E
1934-10-01,15.966,0.139,Shaoxing,China,29.74N,120.00E
1934-11-01,10.711,0.348,Shaoxing,China,29.74N,120.00E
1934-12-01,8.041,0.235,Shaoxing,China,29.74N,120.00E
1935-01-01,4.347,0.272,Shaoxing,China,29.74N,120.00E
1935-02-01,6.086,0.354,Shaoxing,China,29.74N,120.00E
1935-03-01,12.509,0.659,Shaoxing,China,29.74N,120.00E
1935-04-01,14.807,0.498,Shaoxing,China,29.74N,120.00E
1935-05-01,20.971999999999998,0.493,Shaoxing,China,29.74N,120.00E
1935-06-01,24.039,0.385,Shaoxing,China,29.74N,120.00E
1935-07-01,28.337,0.395,Shaoxing,China,29.74N,120.00E
1935-08-01,27.398000000000003,0.281,Shaoxing,China,29.74N,120.00E
1935-09-01,22.291999999999998,0.256,Shaoxing,China,29.74N,120.00E
1935-10-01,19.035999999999998,0.32899999999999996,Shaoxing,China,29.74N,120.00E
1935-11-01,12.872,0.405,Shaoxing,China,29.74N,120.00E
1935-12-01,3.548,0.41600000000000004,Shaoxing,China,29.74N,120.00E
1936-01-01,2.0340000000000003,0.601,Shaoxing,China,29.74N,120.00E
1936-02-01,4.077,0.408,Shaoxing,China,29.74N,120.00E
1936-03-01,6.26,0.652,Shaoxing,China,29.74N,120.00E
1936-04-01,14.973,0.525,Shaoxing,China,29.74N,120.00E
1936-05-01,18.839,0.446,Shaoxing,China,29.74N,120.00E
1936-06-01,24.733,0.249,Shaoxing,China,29.74N,120.00E
1936-07-01,27.521,0.525,Shaoxing,China,29.74N,120.00E
1936-08-01,27.096,0.591,Shaoxing,China,29.74N,120.00E
1936-09-01,23.279,0.5660000000000001,Shaoxing,China,29.74N,120.00E
1936-10-01,17.637999999999998,0.43700000000000006,Shaoxing,China,29.74N,120.00E
1936-11-01,12.023,0.423,Shaoxing,China,29.74N,120.00E
1936-12-01,6.018,0.525,Shaoxing,China,29.74N,120.00E
1937-01-01,4.571000000000001,0.535,Shaoxing,China,29.74N,120.00E
1937-02-01,5.486000000000001,0.262,Shaoxing,China,29.74N,120.00E
1937-03-01,9.408,0.43200000000000005,Shaoxing,China,29.74N,120.00E
1937-04-01,15.482999999999999,0.355,Shaoxing,China,29.74N,120.00E
1937-05-01,20.581999999999997,0.365,Shaoxing,China,29.74N,120.00E
1937-06-01,22.891,0.318,Shaoxing,China,29.74N,120.00E
1937-07-01,28.421999999999997,0.976,Shaoxing,China,29.74N,120.00E
1937-08-01,27.090999999999998,0.495,Shaoxing,China,29.74N,120.00E
1937-09-01,23.725,0.278,Shaoxing,China,29.74N,120.00E
1937-10-01,17.873,0.40299999999999997,Shaoxing,China,29.74N,120.00E
1937-11-01,11.713,0.53,Shaoxing,China,29.74N,120.00E
1937-12-01,6.662000000000001,0.611,Shaoxing,China,29.74N,120.00E
1938-01-01,3.1839999999999997,0.452,Shaoxing,China,29.74N,120.00E
1938-02-01,5.073,0.485,Shaoxing,China,29.74N,120.00E
1938-03-01,9.424,0.35100000000000003,Shaoxing,China,29.74N,120.00E
1938-04-01,16.774,0.551,Shaoxing,China,29.74N,120.00E
1938-05-01,21.739,0.7390000000000001,Shaoxing,China,29.74N,120.00E
1938-06-01,24.822,1.083,Shaoxing,China,29.74N,120.00E
1938-07-01,27.794,0.462,Shaoxing,China,29.74N,120.00E
1938-08-01,27.246,0.494,Shaoxing,China,29.74N,120.00E
1938-09-01,22.975,0.325,Shaoxing,China,29.74N,120.00E
1938-10-01,19.375,0.302,Shaoxing,China,29.74N,120.00E
1938-11-01,11.457999999999998,0.46,Shaoxing,China,29.74N,120.00E
1938-12-01,7.399,0.35100000000000003,Shaoxing,China,29.74N,120.00E
1939-01-01,4.466,0.332,Shaoxing,China,29.74N,120.00E
1939-02-01,6.017,0.508,Shaoxing,China,29.74N,120.00E
1939-03-01,10.226,0.316,Shaoxing,China,29.74N,120.00E
1939-04-01,14.443,0.235,Shaoxing,China,29.74N,120.00E
1939-05-01,20.317999999999998,0.222,Shaoxing,China,29.74N,120.00E
1939-06-01,24.571,0.439,Shaoxing,China,29.74N,120.00E
1939-07-01,26.954,0.33799999999999997,Shaoxing,China,29.74N,120.00E
1939-08-01,27.059,0.22899999999999998,Shaoxing,China,29.74N,120.00E
1939-09-01,22.770000000000003,0.466,Shaoxing,China,29.74N,120.00E
1939-10-01,17.945999999999998,0.413,Shaoxing,China,29.74N,120.00E
1939-11-01,11.857000000000001,0.325,Shaoxing,China,29.74N,120.00E
1939-12-01,5.5699999999999985,0.626,Shaoxing,China,29.74N,120.00E
1940-01-01,4.174,0.5920000000000001,Shaoxing,China,29.74N,120.00E
1940-02-01,5.627000000000001,0.361,Shaoxing,China,29.74N,120.00E
1940-03-01,9.105,0.293,Shaoxing,China,29.74N,120.00E
1940-04-01,15.135,0.518,Shaoxing,China,29.74N,120.00E
1940-05-01,19.933,0.434,Shaoxing,China,29.74N,120.00E
1940-06-01,24.096,0.304,Shaoxing,China,29.74N,120.00E
1940-07-01,28.169,0.405,Shaoxing,China,29.74N,120.00E
1940-08-01,27.031999999999996,0.486,Shaoxing,China,29.74N,120.00E
1940-09-01,22.793000000000006,0.29,Shaoxing,China,29.74N,120.00E
1940-10-01,17.624000000000006,0.486,Shaoxing,China,29.74N,120.00E
1940-11-01,12.355,0.389,Shaoxing,China,29.74N,120.00E
1940-12-01,7.678,0.428,Shaoxing,China,29.74N,120.00E
1941-01-01,5.857,0.475,Shaoxing,China,29.74N,120.00E
1941-02-01,6.101,0.47,Shaoxing,China,29.74N,120.00E
1941-03-01,10.732999999999999,0.34700000000000003,Shaoxing,China,29.74N,120.00E
1941-04-01,15.537,0.37799999999999995,Shaoxing,China,29.74N,120.00E
1941-05-01,20.74,0.32899999999999996,Shaoxing,China,29.74N,120.00E
1941-06-01,24.79,0.35700000000000004,Shaoxing,China,29.74N,120.00E
1941-07-01,26.62,0.594,Shaoxing,China,29.74N,120.00E
1941-08-01,27.009,0.39399999999999996,Shaoxing,China,29.74N,120.00E
1941-09-01,22.175,0.348,Shaoxing,China,29.74N,120.00E
1941-10-01,17.734,0.363,Shaoxing,China,29.74N,120.00E
1941-11-01,12.276,0.38299999999999995,Shaoxing,China,29.74N,120.00E
1941-12-01,7.899,0.7,Shaoxing,China,29.74N,120.00E
1942-01-01,3.767,0.389,Shaoxing,China,29.74N,120.00E
1942-02-01,4.099,0.511,Shaoxing,China,29.74N,120.00E
1942-03-01,11.912,0.39799999999999996,Shaoxing,China,29.74N,120.00E
1942-04-01,15.657,0.331,Shaoxing,China,29.74N,120.00E
1942-05-01,19.954,0.359,Shaoxing,China,29.74N,120.00E
1942-06-01,23.915,0.685,Shaoxing,China,29.74N,120.00E
1942-07-01,28.857,0.5589999999999999,Shaoxing,China,29.74N,120.00E
1942-08-01,28.201,0.74,Shaoxing,China,29.74N,120.00E
1942-09-01,23.671000000000006,0.523,Shaoxing,China,29.74N,120.00E
1942-10-01,17.59,0.331,Shaoxing,China,29.74N,120.00E
1942-11-01,12.316,0.26899999999999996,Shaoxing,China,29.74N,120.00E
1942-12-01,5.244,0.479,Shaoxing,China,29.74N,120.00E
1943-01-01,2.877,0.816,Shaoxing,China,29.74N,120.00E
1943-02-01,5.305,0.598,Shaoxing,China,29.74N,120.00E
1943-03-01,10.696,0.635,Shaoxing,China,29.74N,120.00E
1943-04-01,15.008,0.63,Shaoxing,China,29.74N,120.00E
1943-05-01,20.897,0.273,Shaoxing,China,29.74N,120.00E
1943-06-01,23.779,0.6579999999999999,Shaoxing,China,29.74N,120.00E
1943-07-01,26.691999999999997,0.606,Shaoxing,China,29.74N,120.00E
1943-08-01,27.178,0.41100000000000003,Shaoxing,China,29.74N,120.00E
1943-09-01,23.557,0.377,Shaoxing,China,29.74N,120.00E
1943-10-01,17.658,0.373,Shaoxing,China,29.74N,120.00E
